,variable,value,var_cat,category
2857,TG,622,TG,nodes
2858,TG,721,TG,nodes
2859,TG,449,TG,nodes
2860,TG,684,TG,nodes
2861,TG,693,TG,nodes
2862,TG,969,TG,nodes
2863,TG,879,TG,nodes
2864,TG,1032,TG,nodes
2865,TG,695,TG,nodes
2866,TG,790,TG,nodes
2867,TG,591,TG,nodes
2868,TG,897,TG,nodes
2869,TG,900,TG,nodes
2870,TG,807,TG,nodes
2871,TG,690,TG,nodes
2872,TG,712,TG,nodes
2873,TG,902,TG,nodes
2874,TG,593,TG,nodes
2875,TG,736,TG,nodes
2876,TG,590,TG,nodes
2877,TG,783,TG,nodes
2878,TG,720,TG,nodes
2879,TG,904,TG,nodes
2880,TG,686,TG,nodes
2881,TG,668,TG,nodes
2882,TG,929,TG,nodes
2883,TG,824,TG,nodes
2884,TG,677,TG,nodes
2885,TG,475,TG,nodes
2886,TG,719,TG,nodes
2887,TG,625,TG,nodes
2888,TG,828,TG,nodes
2889,TG,722,TG,nodes
2890,TG,908,TG,nodes
2891,TG,865,TG,nodes
2892,TG,464,TG,nodes
2893,TG,828,TG,nodes
2894,TG,971,TG,nodes
2895,TG,661,TG,nodes
2896,TG,786,TG,nodes
2897,TG,932,TG,nodes
2898,TG,421,TG,nodes
2899,TG,660,TG,nodes
2900,TG,808,TG,nodes
2901,TG,884,TG,nodes
2902,TG,1033,TG,nodes
2903,TG,753,TG,nodes
2904,TG,791,TG,nodes
2905,TG,482,TG,nodes
2906,TG,849,TG,nodes
2907,TG,843,TG,nodes
2908,TG,550,TG,nodes
2909,TG,699,TG,nodes
2910,TG,756,TG,nodes
2911,TG,1314,TG,nodes
2912,TG,1049,TG,nodes
2913,TG,816,TG,nodes
2914,TG,895,TG,nodes
2915,TG,628,TG,nodes
2916,TG,828,TG,nodes
2917,TG,608,TG,nodes
2918,TG,716,TG,nodes
2919,TG,640,TG,nodes
2920,TG,546,TG,nodes
2921,TG,684,TG,nodes
2922,TG,718,TG,nodes
2923,TG,648,TG,nodes
2924,TG,587,TG,nodes
2925,TG,827,TG,nodes
2926,TG,633,TG,nodes
2927,TG,761,TG,nodes
2928,TG,789,TG,nodes
2929,TG,669,TG,nodes
2930,TG,960,TG,nodes
2931,TG,794,TG,nodes
2932,TG,600,TG,nodes
2933,TG,495,TG,nodes
2934,TG,615,TG,nodes
2935,TG,686,TG,nodes
2936,TG,543,TG,nodes
2937,TG,650,TG,nodes
2938,TG,746,TG,nodes
2939,TG,882,TG,nodes
2940,TG,411,TG,nodes
2941,TG,960,TG,nodes
2942,TG,836,TG,nodes
2943,TG,896,TG,nodes
2944,TG,714,TG,nodes
2945,TG,860,TG,nodes
2946,TG,696,TG,nodes
2947,TG,551,TG,nodes
2948,TG,864,TG,nodes
2949,TG,682,TG,nodes
2950,TG,540,TG,nodes
2951,TG,831,TG,nodes
2952,TG,542,TG,nodes
2953,TG,867,TG,nodes
2954,TG,930,TG,nodes
2955,TG,823,TG,nodes
2956,TG,471,TG,nodes
2957,TG,504,TG,nodes
2958,TG,345,TG,nodes
2959,TG,519,TG,nodes
2960,TG,605,TG,nodes
2961,TG,484,TG,nodes
2962,TG,863,TG,nodes
2963,TG,588,TG,nodes
2964,TG,629,TG,nodes
2965,TG,465,TG,nodes
2966,TG,955,TG,nodes
2967,TG,615,TG,nodes
2968,TG,705,TG,nodes
2969,TG,1161,TG,nodes
2970,TG,1029,TG,nodes
2971,TG,880,TG,nodes
2972,TG,961,TG,nodes
2973,TG,534,TG,nodes
2974,TG,643,TG,nodes
2975,TG,679,TG,nodes
2976,TG,827,TG,nodes
2977,TG,719,TG,nodes
2978,TG,804,TG,nodes
2979,TG,726,TG,nodes
2980,TG,828,TG,nodes
2981,TG,598,TG,nodes
2982,TG,687,TG,nodes
2983,TG,466,TG,nodes
2984,TG,550,TG,nodes
2985,TG,1095,TG,nodes
2986,TG,875,TG,nodes
2987,TG,492,TG,nodes
2988,TG,925,TG,nodes
2989,TG,802,TG,nodes
2990,TG,523,TG,nodes
2991,TG,915,TG,nodes
2992,TG,824,TG,nodes
2993,TG,623,TG,nodes
2994,TG,997,TG,nodes
2995,TG,728,TG,nodes
2996,TG,559,TG,nodes
2997,TG,949,TG,nodes
2998,TG,615,TG,nodes
2999,TG,605,TG,nodes
3000,TG,896,TG,nodes
3001,TG,891,TG,nodes
3002,TG,805,TG,nodes
3003,TG,682,TG,nodes
3004,TG,556,TG,nodes
3005,TG,1129,TG,nodes
3006,TG,999,TG,nodes
3007,TG,980,TG,nodes
3008,TG,638,TG,nodes
3009,TG,726,TG,nodes
3010,TG,721,TG,nodes
3011,TG,821,TG,nodes
3012,TG,724,TG,nodes
3013,TG,448,TG,nodes
3014,TG,660,TG,nodes
3015,TG,971,TG,nodes
3016,TG,977,TG,nodes
3017,TG,1105,TG,nodes
3018,TG,531,TG,nodes
3019,TG,611,TG,nodes
3020,TG,1151,TG,nodes
3021,TG,559,TG,nodes
3022,TG,766,TG,nodes
3023,TG,526,TG,nodes
3024,TG,919,TG,nodes
3025,TG,525,TG,nodes
3026,TG,767,TG,nodes
3027,TG,571,TG,nodes
3028,TG,549,TG,nodes
3029,TG,448,TG,nodes
3030,TG,803,TG,nodes
3031,TG,764,TG,nodes
3032,TG,753,TG,nodes
3033,TG,860,TG,nodes
3034,TG,784,TG,nodes
3035,TG,433,TG,nodes
3036,TG,643,TG,nodes
3037,TG,654,TG,nodes
3038,TG,1052,TG,nodes
3039,TG,577,TG,nodes
3040,TG,828,TG,nodes
3041,TG,644,TG,nodes
3042,TG,662,TG,nodes
3043,TG,720,TG,nodes
3044,TG,465,TG,nodes
3045,TG,390,TG,nodes
3046,TG,922,TG,nodes
3047,TG,938,TG,nodes
3048,TG,829,TG,nodes
3049,TG,950,TG,nodes
3050,TG,814,TG,nodes
3051,TG,641,TG,nodes
3052,TG,500,TG,nodes
3053,TG,525,TG,nodes
3054,TG,659,TG,nodes
3055,TG,497,TG,nodes
3056,TG,661,TG,nodes
3057,TG,689,TG,nodes
3058,TG,520,TG,nodes
3059,TG,969,TG,nodes
3060,TG,733,TG,nodes
3061,TG,608,TG,nodes
3062,TG,453,TG,nodes
3063,TG,711,TG,nodes
3064,TG,467,TG,nodes
3065,TG,890,TG,nodes
3066,CT-CT,402,CT-CT,links
3067,CT-CT,240,CT-CT,links
3068,CT-CT,245,CT-CT,links
3069,CT-CT,325,CT-CT,links
3070,CT-CT,361,CT-CT,links
3071,CT-CT,403,CT-CT,links
3072,CT-CT,366,CT-CT,links
3073,CT-CT,273,CT-CT,links
3074,CT-CT,399,CT-CT,links
3075,CT-CT,233,CT-CT,links
3076,CT-CT,213,CT-CT,links
3077,CT-CT,239,CT-CT,links
3078,CT-CT,368,CT-CT,links
3079,CT-CT,356,CT-CT,links
3080,CT-CT,290,CT-CT,links
3081,CT-CT,345,CT-CT,links
3082,CT-CT,414,CT-CT,links
3083,CT-CT,152,CT-CT,links
3084,CT-CT,97,CT-CT,links
3085,CT-CT,430,CT-CT,links
3086,CT-CT,225,CT-CT,links
3087,CT-CT,396,CT-CT,links
3088,CT-CT,271,CT-CT,links
3089,CT-CT,384,CT-CT,links
3090,CT-CT,99,CT-CT,links
3091,CT-CT,211,CT-CT,links
3092,CT-CT,345,CT-CT,links
3093,CT-CT,158,CT-CT,links
3094,CT-CT,384,CT-CT,links
3095,CT-CT,415,CT-CT,links
3096,CT-CT,134,CT-CT,links
3097,CT-CT,386,CT-CT,links
3098,CT-CT,57,CT-CT,links
3099,CT-CT,402,CT-CT,links
3100,CT-CT,386,CT-CT,links
3101,CT-CT,341,CT-CT,links
3102,CT-CT,292,CT-CT,links
3103,CT-CT,59,CT-CT,links
3104,CT-CT,148,CT-CT,links
3105,CT-CT,312,CT-CT,links
3106,CT-CT,77,CT-CT,links
3107,CT-CT,440,CT-CT,links
3108,CT-CT,25,CT-CT,links
3109,CT-CT,7,CT-CT,links
3110,CT-CT,278,CT-CT,links
3111,CT-CT,393,CT-CT,links
3112,CT-CT,146,CT-CT,links
3113,CT-CT,388,CT-CT,links
3114,CT-CT,399,CT-CT,links
3115,CT-CT,89,CT-CT,links
3116,CT-CT,213,CT-CT,links
3117,CT-CT,410,CT-CT,links
3118,CT-CT,306,CT-CT,links
3119,CT-CT,378,CT-CT,links
3120,CT-CT,425,CT-CT,links
3121,CT-CT,184,CT-CT,links
3122,CT-CT,409,CT-CT,links
3123,CT-CT,85,CT-CT,links
3124,CT-CT,181,CT-CT,links
3125,CT-CT,334,CT-CT,links
3126,CT-CT,11,CT-CT,links
3127,CT-CT,401,CT-CT,links
3128,CT-CT,242,CT-CT,links
3129,CT-CT,408,CT-CT,links
3130,CT-CT,81,CT-CT,links
3131,CT-CT,309,CT-CT,links
3132,CT-CT,220,CT-CT,links
3133,CT-CT,159,CT-CT,links
3134,CT-CT,124,CT-CT,links
3135,CT-CT,450,CT-CT,links
3136,CT-CT,338,CT-CT,links
3137,CT-CT,208,CT-CT,links
3138,CT-CT,11,CT-CT,links
3139,CT-CT,415,CT-CT,links
3140,CT-CT,164,CT-CT,links
3141,CT-CT,215,CT-CT,links
3142,CT-CT,389,CT-CT,links
3143,CT-CT,402,CT-CT,links
3144,CT-CT,337,CT-CT,links
3145,CT-CT,343,CT-CT,links
3146,CT-CT,277,CT-CT,links
3147,CT-CT,375,CT-CT,links
3148,CT-CT,164,CT-CT,links
3149,CT-CT,451,CT-CT,links
3150,CT-CT,10,CT-CT,links
3151,CT-CT,391,CT-CT,links
3152,CT-CT,430,CT-CT,links
3153,CT-CT,244,CT-CT,links
3154,CT-CT,289,CT-CT,links
3155,CT-CT,367,CT-CT,links
3156,CT-CT,42,CT-CT,links
3157,CT-CT,232,CT-CT,links
3158,CT-CT,217,CT-CT,links
3159,CT-CT,129,CT-CT,links
3160,CT-CT,283,CT-CT,links
3161,CT-CT,361,CT-CT,links
3162,CT-CT,210,CT-CT,links
3163,CT-CT,321,CT-CT,links
3164,CT-CT,35,CT-CT,links
3165,CT-CT,419,CT-CT,links
3166,CT-CT,422,CT-CT,links
3167,CT-CT,193,CT-CT,links
3168,CT-CT,152,CT-CT,links
3169,CT-CT,380,CT-CT,links
3170,CT-CT,208,CT-CT,links
3171,CT-CT,397,CT-CT,links
3172,CT-CT,178,CT-CT,links
3173,CT-CT,175,CT-CT,links
3174,CT-CT,264,CT-CT,links
3175,CT-CT,160,CT-CT,links
3176,CT-CT,402,CT-CT,links
3177,CT-CT,381,CT-CT,links
3178,CT-CT,124,CT-CT,links
3179,CT-CT,239,CT-CT,links
3180,CT-CT,8,CT-CT,links
3181,CT-CT,369,CT-CT,links
3182,CT-CT,44,CT-CT,links
3183,CT-CT,162,CT-CT,links
3184,CT-CT,160,CT-CT,links
3185,CT-CT,230,CT-CT,links
3186,CT-CT,67,CT-CT,links
3187,CT-CT,387,CT-CT,links
3188,CT-CT,418,CT-CT,links
3189,CT-CT,385,CT-CT,links
3190,CT-CT,396,CT-CT,links
3191,CT-CT,374,CT-CT,links
3192,CT-CT,432,CT-CT,links
3193,CT-CT,127,CT-CT,links
3194,CT-CT,262,CT-CT,links
3195,CT-CT,401,CT-CT,links
3196,CT-CT,441,CT-CT,links
3197,CT-CT,372,CT-CT,links
3198,CT-CT,362,CT-CT,links
3199,CT-CT,185,CT-CT,links
3200,CT-CT,69,CT-CT,links
3201,CT-CT,144,CT-CT,links
3202,CT-CT,99,CT-CT,links
3203,CT-CT,265,CT-CT,links
3204,CT-CT,329,CT-CT,links
3205,CT-CT,339,CT-CT,links
3206,CT-CT,419,CT-CT,links
3207,CT-CT,192,CT-CT,links
3208,CT-CT,155,CT-CT,links
3209,CT-CT,193,CT-CT,links
3210,CT-CT,29,CT-CT,links
3211,CT-CT,46,CT-CT,links
3212,CT-CT,38,CT-CT,links
3213,CT-CT,349,CT-CT,links
3214,CT-CT,136,CT-CT,links
3215,CT-CT,318,CT-CT,links
3216,CT-CT,334,CT-CT,links
3217,CT-CT,229,CT-CT,links
3218,CT-CT,155,CT-CT,links
3219,CT-CT,220,CT-CT,links
3220,CT-CT,455,CT-CT,links
3221,CT-CT,372,CT-CT,links
3222,CT-CT,345,CT-CT,links
3223,CT-CT,385,CT-CT,links
3224,CT-CT,389,CT-CT,links
3225,CT-CT,10,CT-CT,links
3226,CT-CT,276,CT-CT,links
3227,CT-CT,364,CT-CT,links
3228,CT-CT,345,CT-CT,links
3229,CT-CT,250,CT-CT,links
3230,CT-CT,151,CT-CT,links
3231,CT-CT,301,CT-CT,links
3232,CT-CT,356,CT-CT,links
3233,CT-CT,127,CT-CT,links
3234,CT-CT,409,CT-CT,links
3235,CT-CT,436,CT-CT,links
3236,CT-CT,400,CT-CT,links
3237,CT-CT,393,CT-CT,links
3238,CT-CT,10,CT-CT,links
3239,CT-CT,99,CT-CT,links
3240,CT-CT,434,CT-CT,links
3241,CT-CT,17,CT-CT,links
3242,CT-CT,221,CT-CT,links
3243,CT-CT,235,CT-CT,links
3244,CT-CT,250,CT-CT,links
3245,CT-CT,383,CT-CT,links
3246,CT-CT,236,CT-CT,links
3247,CT-CT,190,CT-CT,links
3248,CT-CT,326,CT-CT,links
3249,CT-CT,374,CT-CT,links
3250,CT-CT,238,CT-CT,links
3251,CT-CT,346,CT-CT,links
3252,CT-CT,51,CT-CT,links
3253,CT-CT,385,CT-CT,links
3254,CT-CT,308,CT-CT,links
3255,CT-CT,11,CT-CT,links
3256,CT-CT,157,CT-CT,links
3257,CT-CT,319,CT-CT,links
3258,CT-CT,400,CT-CT,links
3259,CT-CT,384,CT-CT,links
3260,CT-CT,361,CT-CT,links
3261,CT-CT,362,CT-CT,links
3262,CT-CT,383,CT-CT,links
3263,CT-CT,266,CT-CT,links
3264,CT-CT,71,CT-CT,links
3265,CT-CT,325,CT-CT,links
3266,CT-CT,223,CT-CT,links
3267,CT-CT,401,CT-CT,links
3268,CT-CT,348,CT-CT,links
3269,CT-CT,67,CT-CT,links
3270,CT-CT,399,CT-CT,links
3271,CT-CT,339,CT-CT,links
3272,CT-CT,393,CT-CT,links
3273,CT-CT,100,CT-CT,links
3274,CT-CT,336,CT-CT,links
3275,CT-CT,362,CT-CT,links
3276,CT-CT,90,CT-CT,links
3277,CT-CT,311,CT-CT,links
3278,CT-CT,416,CT-CT,links
3279,CT-CT,279,CT-CT,links
3280,CT-CT,153,CT-CT,links
3281,CT-CT,166,CT-CT,links
3282,CT-CT,339,CT-CT,links
3283,CT-CT,345,CT-CT,links
3284,CT-CT,57,CT-CT,links
3285,CT-CT,444,CT-CT,links
3286,CT-CT,3,CT-CT,links
3287,CT-CT,413,CT-CT,links
3288,CT-CT,1,CT-CT,links
3289,CT-CT,244,CT-CT,links
3290,CT-CT,242,CT-CT,links
3291,CT-CT,358,CT-CT,links
3292,CT-CT,311,CT-CT,links
3293,CT-CT,302,CT-CT,links
3294,CT-CT,45,CT-CT,links
3295,CT-CT,385,CT-CT,links
3296,CT-CT,400,CT-CT,links
3297,CT-CT,3,CT-CT,links
3298,CT-CT,201,CT-CT,links
3299,CT-CT,326,CT-CT,links
3300,CT-CT,461,CT-CT,links
3301,CT-CT,141,CT-CT,links
3302,CT-CT,282,CT-CT,links
3303,CT-CT,318,CT-CT,links
3304,CT-CT,78,CT-CT,links
3305,CT-CT,285,CT-CT,links
3306,CT-CT,54,CT-CT,links
3307,CT-CT,379,CT-CT,links
3308,CT-CT,226,CT-CT,links
3309,CT-CT,372,CT-CT,links
3310,CT-CT,392,CT-CT,links
3311,CT-CT,353,CT-CT,links
3312,CT-CT,356,CT-CT,links
3313,CT-CT,268,CT-CT,links
3314,CT-CT,407,CT-CT,links
3315,CT-CT,331,CT-CT,links
3316,CT-CT,380,CT-CT,links
3317,CT-CT,297,CT-CT,links
3318,CT-CT,237,CT-CT,links
3319,CT-CT,153,CT-CT,links
3320,CT-CT,356,CT-CT,links
3321,CT-CT,361,CT-CT,links
3322,CT-CT,325,CT-CT,links
3323,CT-CT,392,CT-CT,links
3324,CT-CT,356,CT-CT,links
3325,CT-CT,384,CT-CT,links
3326,CT-CT,297,CT-CT,links
3327,CT-CT,152,CT-CT,links
3328,CT-CT,25,CT-CT,links
3329,CT-CT,361,CT-CT,links
3330,CT-CT,186,CT-CT,links
3331,CT-CT,270,CT-CT,links
3332,CT-CT,77,CT-CT,links
3333,CT-CT,260,CT-CT,links
3334,CT-CT,286,CT-CT,links
3335,CT-CT,116,CT-CT,links
3336,CT-CT,274,CT-CT,links
3337,CT-CT,424,CT-CT,links
3338,CT-CT,445,CT-CT,links
3339,CT-CT,354,CT-CT,links
3340,CT-CT,261,CT-CT,links
3341,CT-CT,275,CT-CT,links
3342,CT-CT,353,CT-CT,links
3343,CT-CT,390,CT-CT,links
3344,CT-CT,394,CT-CT,links
3345,CT-CT,385,CT-CT,links
3346,CT-CT,376,CT-CT,links
3347,CT-CT,405,CT-CT,links
3348,CT-CT,367,CT-CT,links
3349,CT-CT,358,CT-CT,links
3350,CT-CT,351,CT-CT,links
3351,CT-CT,290,CT-CT,links
3352,CT-CT,412,CT-CT,links
3353,CT-CT,340,CT-CT,links
3354,CT-CT,311,CT-CT,links
3355,CT-CT,366,CT-CT,links
3356,CT-CT,412,CT-CT,links
3357,CT-CT,249,CT-CT,links
3358,CT-CT,293,CT-CT,links
3359,CT-CT,94,CT-CT,links
3360,CT-CT,345,CT-CT,links
3361,CT-CT,309,CT-CT,links
3362,CT-CT,368,CT-CT,links
3363,CT-CT,176,CT-CT,links
3364,CT-CT,337,CT-CT,links
3365,CT-CT,291,CT-CT,links
3366,CT-CT,373,CT-CT,links
3367,CT-CT,365,CT-CT,links
3368,CT-CT,216,CT-CT,links
3369,CT-CT,248,CT-CT,links
3370,CT-CT,287,CT-CT,links
3371,CT-CT,227,CT-CT,links
3372,CT-CT,268,CT-CT,links
3373,CT-CT,205,CT-CT,links
3374,CT-CT,385,CT-CT,links
3375,CT-CT,81,CT-CT,links
3376,CT-CT,269,CT-CT,links
3377,CT-CT,455,CT-CT,links
3378,CT-CT,20,CT-CT,links
3379,CT-CT,355,CT-CT,links
3380,CT-CT,3,CT-CT,links
3381,CT-CT,251,CT-CT,links
3382,CT-CT,398,CT-CT,links
3383,CT-CT,372,CT-CT,links
3384,CT-CT,399,CT-CT,links
3385,CT-CT,399,CT-CT,links
3386,CT-CT,323,CT-CT,links
3387,CT-CT,374,CT-CT,links
3388,CT-CT,347,CT-CT,links
3389,CT-CT,414,CT-CT,links
3390,CT-CT,366,CT-CT,links
3391,CT-CT,401,CT-CT,links
3392,CT-CT,229,CT-CT,links
3393,CT-CT,328,CT-CT,links
3394,CT-CT,170,CT-CT,links
3395,CT-CT,1,CT-CT,links
3396,CT-CT,294,CT-CT,links
3397,CT-CT,429,CT-CT,links
3398,CT-CT,417,CT-CT,links
3399,CT-CT,425,CT-CT,links
3400,CT-CT,69,CT-CT,links
3401,CT-CT,332,CT-CT,links
3402,CT-CT,266,CT-CT,links
3403,CT-CT,102,CT-CT,links
3404,CT-CT,411,CT-CT,links
3405,CT-CT,343,CT-CT,links
3406,CT-CT,229,CT-CT,links
3407,CT-CT,50,CT-CT,links
3408,CT-CT,159,CT-CT,links
3409,CT-CT,350,CT-CT,links
3410,CT-CT,392,CT-CT,links
3411,CT-CT,386,CT-CT,links
3412,CT-CT,357,CT-CT,links
3413,CT-CT,123,CT-CT,links
3414,CT-CT,378,CT-CT,links
3415,CT-CT,362,CT-CT,links
3416,CT-CT,377,CT-CT,links
3417,CT-CT,358,CT-CT,links
3418,CT-CT,227,CT-CT,links
3419,CT-CT,90,CT-CT,links
3420,CT-CT,209,CT-CT,links
3421,CT-CT,382,CT-CT,links
3422,CT-CT,187,CT-CT,links
3423,CT-CT,304,CT-CT,links
3424,CT-CT,323,CT-CT,links
3425,CT-CT,424,CT-CT,links
3426,CT-CT,131,CT-CT,links
3427,CT-CT,278,CT-CT,links
3428,CT-CT,195,CT-CT,links
3429,CT-CT,449,CT-CT,links
3430,CT-CT,401,CT-CT,links
3431,CT-CT,209,CT-CT,links
3432,CT-CT,18,CT-CT,links
3433,CT-CT,405,CT-CT,links
3434,CT-CT,425,CT-CT,links
3435,CT-CT,182,CT-CT,links
3436,CT-CT,34,CT-CT,links
3437,CT-CT,340,CT-CT,links
3438,CT-CT,368,CT-CT,links
3439,CT-CT,449,CT-CT,links
3440,CT-CT,469,CT-CT,links
3441,CT-CT,62,CT-CT,links
3442,CT-CT,380,CT-CT,links
3443,CT-CT,318,CT-CT,links
3444,CT-CT,198,CT-CT,links
3445,CT-CT,319,CT-CT,links
3446,CT-CT,314,CT-CT,links
3447,CT-CT,279,CT-CT,links
3448,CT-CT,92,CT-CT,links
3449,CT-CT,320,CT-CT,links
3450,CT-CT,196,CT-CT,links
3451,CT-CT,457,CT-CT,links
3452,CT-CT,134,CT-CT,links
3453,CT-CT,415,CT-CT,links
3454,CT-CT,295,CT-CT,links
3455,CT-CT,426,CT-CT,links
3456,CT-CT,59,CT-CT,links
3457,CT-CT,80,CT-CT,links
3458,CT-CT,346,CT-CT,links
3459,CT-CT,299,CT-CT,links
3460,CT-CT,391,CT-CT,links
3461,CT-CT,386,CT-CT,links
3462,CT-CT,389,CT-CT,links
3463,CT-CT,409,CT-CT,links
3464,CT-CT,152,CT-CT,links
3465,CT-CT,169,CT-CT,links
3466,CT-CT,149,CT-CT,links
3467,CT-CT,376,CT-CT,links
3468,CT-CT,334,CT-CT,links
3469,CT-CT,283,CT-CT,links
3470,CT-CT,383,CT-CT,links
3471,CT-CT,420,CT-CT,links
3472,CT-CT,400,CT-CT,links
3473,CT-CT,273,CT-CT,links
3474,CT-CT,333,CT-CT,links
3475,CT-CT,234,CT-CT,links
3476,CT-CT,396,CT-CT,links
3477,CT-CT,49,CT-CT,links
3478,CT-CT,393,CT-CT,links
3479,CT-CT,303,CT-CT,links
3480,CT-CT,164,CT-CT,links
3481,CT-CT,334,CT-CT,links
3482,CT-CT,448,CT-CT,links
3483,CT-CT,146,CT-CT,links
3484,CT-CT,26,CT-CT,links
3485,CT-CT,229,CT-CT,links
3486,CT-CT,131,CT-CT,links
3487,CT-CT,313,CT-CT,links
3488,CT-CT,447,CT-CT,links
3489,CT-CT,5,CT-CT,links
3490,CT-CT,398,CT-CT,links
3491,CT-CT,271,CT-CT,links
3492,CT-CT,214,CT-CT,links
3493,CT-CT,301,CT-CT,links
3494,CT-CT,177,CT-CT,links
3495,CT-CT,182,CT-CT,links
3496,CT-CT,221,CT-CT,links
3497,CT-CT,128,CT-CT,links
3498,CT-CT,140,CT-CT,links
3499,CT-CT,3,CT-CT,links
3500,CT-CT,352,CT-CT,links
3501,CT-CT,154,CT-CT,links
3502,CT-CT,286,CT-CT,links
3503,CT-CT,48,CT-CT,links
3504,CT-CT,363,CT-CT,links
3505,CT-CT,226,CT-CT,links
3506,CT-CT,18,CT-CT,links
3507,CT-CT,295,CT-CT,links
3508,CT-CT,310,CT-CT,links
3509,CT-CT,119,CT-CT,links
3510,CT-CT,382,CT-CT,links
3511,CT-CT,294,CT-CT,links
3512,CT-CT,326,CT-CT,links
3513,CT-CT,402,CT-CT,links
3514,CT-CT,448,CT-CT,links
3515,CT-CT,97,CT-CT,links
3516,CT-CT,462,CT-CT,links
3517,CT-CT,393,CT-CT,links
3518,CT-CT,145,CT-CT,links
3519,CT-CT,125,CT-CT,links
3520,CT-CT,357,CT-CT,links
3521,CT-CT,209,CT-CT,links
3522,CT-CT,11,CT-CT,links
3523,CT-CT,160,CT-CT,links
3524,CT-CT,376,CT-CT,links
3525,CT-CT,268,CT-CT,links
3526,CT-CT,384,CT-CT,links
3527,CT-CT,387,CT-CT,links
3528,CT-CT,270,CT-CT,links
3529,CT-CT,254,CT-CT,links
3530,CT-CT,21,CT-CT,links
3531,CT-CT,126,CT-CT,links
3532,CT-CT,390,CT-CT,links
3533,CT-CT,65,CT-CT,links
3534,CT-CT,341,CT-CT,links
3535,CT-CT,189,CT-CT,links
3536,CT-CT,388,CT-CT,links
3537,CT-CT,347,CT-CT,links
3538,CT-CT,333,CT-CT,links
3539,CT-CT,412,CT-CT,links
3540,CT-CT,95,CT-CT,links
3541,CT-CT,353,CT-CT,links
3542,CT-CT,123,CT-CT,links
3543,CT-CT,236,CT-CT,links
3544,CT-CT,431,CT-CT,links
3545,CT-CT,58,CT-CT,links
3546,CT-CT,358,CT-CT,links
3547,CT-CT,273,CT-CT,links
3548,CT-CT,390,CT-CT,links
3549,CT-CT,309,CT-CT,links
3550,CT-CT,7,CT-CT,links
3551,CT-CT,438,CT-CT,links
3552,CT-CT,369,CT-CT,links
3553,CT-CT,359,CT-CT,links
3554,CT-CT,415,CT-CT,links
3555,CT-CT,388,CT-CT,links
3556,CT-CT,361,CT-CT,links
3557,CT-CT,160,CT-CT,links
3558,CT-CT,182,CT-CT,links
3559,CT-CT,397,CT-CT,links
3560,CT-CT,25,CT-CT,links
3561,CT-CT,225,CT-CT,links
3562,CT-CT,208,CT-CT,links
3563,CT-CT,96,CT-CT,links
3564,CT-CT,379,CT-CT,links
3565,CT-CT,279,CT-CT,links
3566,CT-CT,287,CT-CT,links
3567,CT-CT,401,CT-CT,links
3568,CT-CT,237,CT-CT,links
3569,CT-CT,377,CT-CT,links
3570,CT-CT,369,CT-CT,links
3571,CT-CT,141,CT-CT,links
3572,CT-CT,403,CT-CT,links
3573,CT-CT,351,CT-CT,links
3574,CT-CT,430,CT-CT,links
3575,CT-CT,263,CT-CT,links
3576,CT-CT,456,CT-CT,links
3577,CT-CT,308,CT-CT,links
3578,CT-CT,301,CT-CT,links
3579,CT-CT,393,CT-CT,links
3580,CT-CT,292,CT-CT,links
3581,CT-CT,11,CT-CT,links
3582,CT-CT,165,CT-CT,links
3583,CT-CT,385,CT-CT,links
3584,CT-CT,221,CT-CT,links
3585,CT-CT,316,CT-CT,links
3586,CT-CT,150,CT-CT,links
3587,CT-CT,218,CT-CT,links
3588,CT-CT,406,CT-CT,links
3589,CT-CT,1,CT-CT,links
3590,CT-CT,359,CT-CT,links
3591,CT-CT,452,CT-CT,links
3592,CT-CT,382,CT-CT,links
3593,CT-CT,60,CT-CT,links
3594,CT-CT,83,CT-CT,links
3595,CT-CT,36,CT-CT,links
3596,CT-CT,327,CT-CT,links
3597,CT-CT,306,CT-CT,links
3598,CT-CT,368,CT-CT,links
3599,CT-CT,193,CT-CT,links
3600,CT-CT,216,CT-CT,links
3601,CT-CT,398,CT-CT,links
3602,CT-CT,387,CT-CT,links
3603,CT-CT,276,CT-CT,links
3604,CT-CT,256,CT-CT,links
3605,CT-CT,383,CT-CT,links
3606,CT-CT,74,CT-CT,links
3607,CT-CT,403,CT-CT,links
3608,CT-CT,98,CT-CT,links
3609,CT-CT,253,CT-CT,links
3610,CT-CT,356,CT-CT,links
3611,CT-CT,373,CT-CT,links
3612,CT-CT,366,CT-CT,links
3613,CT-CT,402,CT-CT,links
3614,CT-CT,429,CT-CT,links
3615,CT-CT,355,CT-CT,links
3616,CT-CT,302,CT-CT,links
3617,CT-CT,180,CT-CT,links
3618,CT-CT,281,CT-CT,links
3619,CT-CT,412,CT-CT,links
3620,CT-CT,378,CT-CT,links
3621,CT-CT,383,CT-CT,links
3622,CT-CT,415,CT-CT,links
3623,CT-CT,111,CT-CT,links
3624,CT-CT,249,CT-CT,links
3625,CT-CT,4,CT-CT,links
3626,CT-CT,320,CT-CT,links
3627,CT-CT,431,CT-CT,links
3628,CT-CT,410,CT-CT,links
3629,CT-CT,356,CT-CT,links
3630,CT-CT,293,CT-CT,links
3631,CT-CT,355,CT-CT,links
3632,CT-CT,266,CT-CT,links
3633,CT-CT,322,CT-CT,links
3634,CT-CT,252,CT-CT,links
3635,CT-CT,370,CT-CT,links
